vitri,noilmviec,mucluong,ThoiGianDangGoc,kynang,link,NgayDang
DA,Hà Nội,Thỏa thuận,8 ngày trước,"Python, SQL, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684304,2026-07-02 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, SQL, Power BI, Tableau, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684302,2026-07-02 13:48:01.153
DA,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684301,2026-07-02 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684298,2026-07-02 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"SQL, Excel, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684299,2026-07-02 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, SQL, Excel, Pandas, NumPy, Spark, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684296,2026-07-02 13:48:01.153
BA,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684293,2026-07-02 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684292,2026-07-02 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684291,2026-07-02 13:48:01.153
DA,Hà Nội,Thỏa thuận,8 ngày trước,"ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684289,2026-07-02 13:48:01.153
DA,Hà Nội,Thỏa thuận,8 ngày trước,"Python, SQL, Pandas, Spark, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684287,2026-07-02 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, Spark, AWS, Azure, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684280,2026-07-02 13:48:01.153
BA,Hà Nội,Thỏa thuận,8 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684279,2026-07-02 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684277,2026-07-02 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"SQL, Power BI, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684278,2026-07-02 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,8 ngày trước,"Python, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684275,2026-07-02 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683917,2026-07-02 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683894,2026-07-02 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683742,2026-07-02 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683605,2026-07-02 13:48:01.153
DA,Hà Nội,Thỏa thuận,8 ngày trước,"Python, SQL, Power BI, Excel, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683528,2026-07-02 13:48:01.153
DE,Hà Nội,Thỏa thuận,8 ngày trước,"Python, SQL, Power BI, Tableau, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683508,2026-07-02 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683354,2026-07-02 13:48:01.153
DS,Hà Nội,Thỏa thuận,8 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/675866,2026-07-02 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, SQL, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/674554,2026-07-02 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, SQL, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/674484,2026-07-02 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/621422,2026-07-02 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, SQL, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/619796,2026-07-02 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/475482,2026-07-02 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, SQL, Excel, Spark, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/299467,2026-07-02 13:48:01.153
MLE,Hà Nội,Thỏa thuận,8 ngày trước,"Python, SQL, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/163800,2026-07-02 13:48:01.153
MLE,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, SQL, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/3749,2026-07-02 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/685182,2026-07-01 13:48:01.153
DS,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684959,2026-07-01 13:48:01.153
DS,Hà Nội,22 triệu,9 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684856,2026-07-01 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"SQL, Power BI, Tableau, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684857,2026-07-01 13:48:01.153
DE,Hà Nội,Thỏa thuận,9 ngày trước,"Python, SQL, AWS, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684838,2026-07-01 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"SQL, Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/684835,2026-07-01 13:48:01.153
DE,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"Python, SQL, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684834,2026-07-01 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"SQL, Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684803,2026-07-01 13:48:01.153
BA,Hà Nội,Thỏa thuận,9 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684787,2026-07-01 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"Python, SQL, Spark, Docker, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684761,2026-07-01 13:48:01.153
BA,Hà Nội,Thỏa thuận,9 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684642,2026-07-01 13:48:01.153
DA,Hà Nội,Thỏa thuận,9 ngày trước,"Python, SQL, Power BI, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684472,2026-07-01 13:48:01.153
DS,Hà Nội,Thỏa thuận,9 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684453,2026-07-01 13:48:01.153
BA,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684401,2026-07-01 13:48:01.153
BA,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684399,2026-07-01 13:48:01.153
BA,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"SQL, Power BI, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684400,2026-07-01 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"SQL, Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684313,2026-07-01 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684269,2026-07-01 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684260,2026-07-01 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684244,2026-07-01 13:48:01.153
DE,Hà Nội,Thỏa thuận,9 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Pandas, NumPy, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684240,2026-07-01 13:48:01.153
DE,Hà Nội,Thỏa thuận,9 ngày trước,"Python, Spark, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684238,2026-07-01 13:48:01.153
DS,Đà Nẵng,Thỏa thuận,9 ngày trước,"Python, Power BI, Tableau, Pandas, NumPy, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684236,2026-07-01 13:48:01.153
DE,Hà Nội,Thỏa thuận,9 ngày trước,"SQL, Tableau, Excel, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684235,2026-07-01 13:48:01.153
DA,Hà Nội,Thỏa thuận,9 ngày trước,"Python, SQL, Tableau, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684234,2026-07-01 13:48:01.153
DE,Hà Nội,Thỏa thuận,9 ngày trước,"Python, SQL, Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684232,2026-07-01 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"Python, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684230,2026-07-01 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"SQL, Power BI, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684228,2026-07-01 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"Python, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684227,2026-07-01 13:48:01.153
DA,Hà Nội,Thỏa thuận,9 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684224,2026-07-01 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,9 ngày trước,"Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684223,2026-07-01 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"SQL, AWS, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684221,2026-07-01 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684219,2026-07-01 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"SQL, Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/684218,2026-07-01 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684216,2026-07-01 13:48:01.153
MLE,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"Python, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684215,2026-07-01 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"Python, SQL, Excel, Spark, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684213,2026-07-01 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"Python, Spark, AWS, Azure, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684212,2026-07-01 13:48:01.153
MLE,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684207,2026-07-01 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"Python, SQL, Excel, AWS, Docker, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684206,2026-07-01 13:48:01.153
DE,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"Power BI, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684204,2026-07-01 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"Python, SQL, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684203,2026-07-01 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"Python, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684201,2026-07-01 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"Python, SQL, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684202,2026-07-01 13:48:01.153
DE,Hà Nội,Thỏa thuận,9 ngày trước,"Python, SQL, Power BI, Spark, AWS, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684200,2026-07-01 13:48:01.153
BA,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"Python, SQL, Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684198,2026-07-01 13:48:01.153
DS,Hà Nội,Thỏa thuận,9 ngày trước,"Python, Excel, Spark, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684197,2026-07-01 13:48:01.153
DS,Hà Nội,Thỏa thuận,9 ngày trước,"Python, Excel, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684195,2026-07-01 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,9 ngày trước,"Python, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684194,2026-07-01 13:48:01.153
DE,Hà Nội,Thỏa thuận,9 ngày trước,"Power BI, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684192,2026-07-01 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"Python, SQL, Power BI, Tableau, Excel, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684189,2026-07-01 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"Python, SQL, Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684188,2026-07-01 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"Python, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684186,2026-07-01 13:48:01.153
DE,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683963,2026-07-01 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,9 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683842,2026-07-01 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"Python, AWS, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/683791,2026-07-01 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"Python, SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683765,2026-07-01 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683649,2026-07-01 13:48:01.153
BA,Hà Nội,Thỏa thuận,9 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683224,2026-07-01 13:48:01.153
Other,Hà Nội,Thỏa thuận,9 ngày trước,"Python, AWS, Azure, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/682976,2026-07-01 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,9 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/254220,2026-07-01 13:48:01.153
DS,Hà Nội,Thỏa thuận,9 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/56278,2026-07-01 13:48:01.153
DS,Hà Nội,Thỏa thuận,9 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/49049,2026-07-01 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,10 ngày trước,"Python, SQL, Power BI, Excel, Pandas, NumPy, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684940,2026-06-30 13:48:01.153
BA,Hà Nội,Thỏa thuận,10 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684183,2026-06-30 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,10 ngày trước,"Python, SQL, Pandas, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684174,2026-06-30 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,10 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684151,2026-06-30 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,10 ngày trước,"Python, SQL, Spark, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684145,2026-06-30 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,10 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Pandas, Spark, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684134,2026-06-30 13:48:01.153
DA,Hà Nội,Thỏa thuận,10 ngày trước,"Python, SQL, Tableau, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/63085,2026-06-30 13:48:01.153
DS,Hà Nội,Thỏa thuận,10 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/27022,2026-06-30 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,11 ngày trước,"SQL, Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684092,2026-06-29 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,11 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684077,2026-06-29 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,11 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684070,2026-06-29 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,11 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684067,2026-06-29 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,11 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684064,2026-06-29 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,11 ngày trước,"Python, SQL, Spark, AWS, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684045,2026-06-29 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,11 ngày trước,"SQL, Power BI, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/660502,2026-06-29 13:48:01.153
DS,Toàn quốc / Chưa rõ,Thỏa thuận,11 ngày trước,"Python, SQL, Pandas, NumPy, Machine Learning, R",https://jobs.xomdata.com/jobs/639679,2026-06-29 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,11 ngày trước,"Python, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/438361,2026-06-29 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,11 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/437234,2026-06-29 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,11 ngày trước,"Python, SQL, Excel, Spark, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/269755,2026-06-29 13:48:01.153
DE,Toàn quốc / Chưa rõ,Thỏa thuận,11 ngày trước,"Python, SQL, Excel, Spark, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/261642,2026-06-29 13:48:01.153
DS,Hà Nội,Thỏa thuận,11 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/257849,2026-06-29 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,11 ngày trước,"Python, SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/34363,2026-06-29 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"SQL, Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/685000,2026-06-28 13:48:01.153
DA,Hà Nội,20 - 30 triệu,12 ngày trước,"Python, SQL, Power BI, Tableau, Spark, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684932,2026-06-28 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684888,2026-06-28 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, SQL, Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/684859,2026-06-28 13:48:01.153
DE,Hà Nội,Thỏa thuận,12 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684860,2026-06-28 13:48:01.153
DE,Toàn quốc / Chưa rõ,20 - 30 triệu,12 ngày trước,"Python, SQL, Excel, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684841,2026-06-28 13:48:01.153
DA,Hà Nội,15 - 30 triệu,12 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684801,2026-06-28 13:48:01.153
BA,Hà Nội,Thỏa thuận,12 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684782,2026-06-28 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684754,2026-06-28 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,12 ngày trước,"AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684438,2026-06-28 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,12 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684395,2026-06-28 13:48:01.153
DE,Hà Nội,Thỏa thuận,12 ngày trước,"Python, SQL, Spark, AWS, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684305,2026-06-28 13:48:01.153
BA,Hà Nội,Thỏa thuận,12 ngày trước,"Python, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684243,2026-06-28 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684180,2026-06-28 13:48:01.153
BA,Hà Nội,Thỏa thuận,12 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684142,2026-06-28 13:48:01.153
BA,Hà Nội,Thỏa thuận,12 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684024,2026-06-28 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,12 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684011,2026-06-28 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"SQL, Excel, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684009,2026-06-28 13:48:01.153
BA,Hà Nội,Thỏa thuận,11 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684005,2026-06-29 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,11 ngày trước,"Python, Excel, Spark, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684003,2026-06-29 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,11 ngày trước,"Python, SQL, Tableau, Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683999,2026-06-29 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/683991,2026-06-28 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, SQL, Spark, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683989,2026-06-28 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, SQL, Power BI, Tableau, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683979,2026-06-28 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,12 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683977,2026-06-28 13:48:01.153
DS,Toàn quốc / Chưa rõ,Thỏa thuận,12 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683974,2026-06-28 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,12 ngày trước,"Python, SQL, Excel, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/683970,2026-06-28 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,12 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683969,2026-06-28 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, SQL, Tableau, Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683967,2026-06-28 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683965,2026-06-28 13:48:01.153
BA,Hà Nội,Thỏa thuận,12 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683962,2026-06-28 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,12 ngày trước,"Python, SQL, Pandas, NumPy, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683960,2026-06-28 13:48:01.153
DS,Hà Nội,Thỏa thuận,12 ngày trước,"Power BI, Tableau, Spark, AWS, Azure, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/683958,2026-06-28 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, SQL, Power BI, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683956,2026-06-28 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, SQL, Pandas, NumPy, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683955,2026-06-28 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,12 ngày trước,"Python, Excel, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683817,2026-06-28 13:48:01.153
DE,Hà Nội,Thỏa thuận,12 ngày trước,"Python, SQL, Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683348,2026-06-28 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,12 ngày trước,"Python, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683237,2026-06-28 13:48:01.153
