Vị trí công việc,Nơi làm việc,Mức lương,Thời gian đăng,Kỹ năng yêu cầu,Đường link chi tiết
Artificial Intelligence Engineer Away Digital Thoả thuận · TP.Hồ Chí Minh AI Engineer 13 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683901
Lead Data Scientist Techcombank (TCB) Thoả thuận · TP.Hồ Chí Minh Lead Data Scientist 13 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, SQL, Excel, Spark, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683899
[Vietnam | Remote] Senior Data Scientist Eastgate Software Thoả thuận · Việt Nam Senior Data Scientist 13 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,13 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683897
"[Onsite Bangkok, Thailand] Senior Data Analyst Platinum Talent Thoả thuận · TP.Hồ Chí Minh Senior Data Analyst 13 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"SQL, Power BI, Tableau, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683892
CVCC Quản trị cơ sở dữ liệu (DBA) MobiFone Digital Payment Thoả thuận · Hà Nội Dữ Liệu 13 ngày trước,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683891
Senior AI Engineer Axtra Labs Thoả thuận · Việt Nam Senior AI Engineer 13 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,13 ngày trước,"Python, Excel, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683889
Senior Data Engineer Aggregatori Capaci Thoả thuận · Hà Nội Senior Data Engineer 13 ngày trước,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683887
Senior AI / Machine Learning Engineer (Remote possible) Evolution Singapore Thoả thuận · TP.Hồ Chí Minh Senior ML Engineer 13 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, Excel, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683885
Data Analyst (On-site in Dubai) Puffy Thoả thuận · TP.Hồ Chí Minh Data Analyst 13 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, SQL, Tableau, Excel, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683883
"Solution Architecture Deputy Manager (Data modeling,AI) PVcomBank Thoả thuận · Hà Nội Manager Data Engineer 13 ngày trước",Hà Nội,Thỏa thuận,13 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683877
"Chuyên viên cao cấp, Chuyên Gia Phân tích dữ liệu Tuân thủ - Khối Pháp chế và Tuân thủ (2026TD450951) MBBank Thoả thuận · Hà Nội Expert Data Analyst 13 ngày trước",Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Pandas, NumPy, Machine Learning, R",https://jobs.xomdata.com/jobs/683876
AI Engineer (Middle) QUAVEO Thoả thuận · TP.Hồ Chí Minh Middle AI Engineer 13 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"AWS, Azure, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/683875
Computer Vision Engineer VinSmart Future Thoả thuận · Hà Nội ML Engineer 13 ngày trước,Hà Nội,Thỏa thuận,13 ngày trước,"Python, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/683871
AI Engineer (Viettel - HN) Technology Center - Viettel Telecom Thoả thuận · Hà Nội AI Engineer 13 ngày trước,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683866
Regional Data Engineer Lead Collectius Thoả thuận · TP.Hồ Chí Minh Lead Data Engineer 13 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, SQL, Excel, Spark, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683761
AI Engineer KALAPA Thoả thuận · Hà Nội AI Engineer 13 ngày trước,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Pandas, NumPy, Machine Learning, R",https://jobs.xomdata.com/jobs/683684
Artificial Intelligence Engineer TADA LABS LTD Thoả thuận · TP.Hồ Chí Minh AI Engineer 13 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683607
AI Engineer (C++ & Computer Vision) Asilla Thoả thuận · Hà Nội AI Engineer 13 ngày trước,Hà Nội,Thỏa thuận,13 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683052
MLOps Engineer KNOREX Thoả thuận · TP.Hồ Chí Minh Data Engineer 13 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/677238
Data Scientist KNOREX Thoả thuận · TP.Hồ Chí Minh Data Scientist 13 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,13 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/675185
Data Analytics Manager (Consulting) EPAM Systems Thoả thuận · Việt Nam Manager Data Analyst 13 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,13 ngày trước,"Excel, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/238684
Binance Accelerator Program - Applied Data Scientist Binance Thoả thuận · Hà Nội Data Scientist 13 ngày trước,Hà Nội,Thỏa thuận,13 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/237620
Data Analytics Globant Thoả thuận · Hà Nội Data Analyst 13 ngày trước,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/219300
"Data Scientist, Market Growth (Lifecycle) Binance Thoả thuận · Hà Nội Data Scientist 13 ngày trước",Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/10802
[HN] Công Ty Tài Chính Tổng Hợp Điện Lực EVF Tuyển Dụng Chuyên Viên Dữ Liệu Báo Cáo (Data Analyst) Full-time 2026 Công Ty Tài Chính Tổng Hợp Điện Lực EVF Thoả thuận · Hà Nội Data Analyst 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684947
Business Analyst Leader CMC Cyber Security 15 - 30 triệu · Hà Nội 2 năm Lead Business Analyst 14 ngày trước,Hà Nội,15 - 30 triệu,14 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684896
Data Manager NEYU Thoả thuận · TP.Hồ Chí Minh 6 năm Manager Data Engineer 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684866
Business Analyst TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL Thoả thuận · Hà Nội Middle Business Analyst 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684785
Product Data Engineer CÔNG TY CỔ PHẦN JEMMIA Thoả thuận · TP.Hồ Chí Minh Middle Data Engineer 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684767
[XNOQuant] - Machine Learning Research XCapital Technology Thoả thuận · TP.Hồ Chí Minh ML Engineer 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683978
XNOQuant - AI Researcher XCapital Technology Thoả thuận · TP.Hồ Chí Minh Data Scientist 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683976
Middle Data Engineer/ AI Engineer FPT Software Career Thoả thuận · TP.Hồ Chí Minh Middle Data Engineer 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, SQL, Excel, AWS, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683957
Middle/Senior Business Analyst | Good ENG/JPN FPT Software Thoả thuận · TP.Hồ Chí Minh Middle/Senior Business Analyst 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683943
Business Analyst | Digital Lending Innotech Vietnam Career Thoả thuận · TP.Hồ Chí Minh Business Analyst 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683895
AI Engineer Chứng khoán LPBank (LPBS) Thoả thuận · Hà Nội AI Engineer 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"Python, SQL, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683874
Part-time & Home-based Data Annotator (HR-Tech) Vietnam (#760) PT Talenta Eksekutif Asia Thoả thuận · TP.Hồ Chí Minh Data Analyst 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683846
Data Engineer CMC Telecom Thoả thuận · Hà Nội Data Engineer 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"Spark, AWS, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683844
"AI Engineer Intern Innotech Vietnam Career Thoả thuận · Binh Duong, Vietnam Intern AI Engineer 13 ngày trước",Toàn quốc / Chưa rõ,Thỏa thuận,13 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683837
"AI Engineer | Mid-Senior Innotech Vietnam Career Thoả thuận · Binh Duong, Vietnam Senior AI Engineer 13 ngày trước",Toàn quốc / Chưa rõ,Thỏa thuận,13 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683838
AI Engineer (Hanoi) CNK Consulting Vietnam Thoả thuận · Hà Nội AI Engineer 13 ngày trước,Hà Nội,Thỏa thuận,13 ngày trước,"Python, SQL, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/683836
"Database Developer (T-SQL, Snowflake) Rikkeisoft Thoả thuận · Hà Nội Data Analyst 13 ngày trước",Hà Nội,Thỏa thuận,13 ngày trước,"SQL, Power BI, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683834
Senior Applied AI Engineer Xapton Solutions Thoả thuận · Việt Nam Senior AI Engineer 14 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,14 ngày trước,"Python, Excel, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683829
Senior AI Engineer/Solution Architect Confident Search Thoả thuận · TP.Hồ Chí Minh Senior AI Engineer 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683827
Senior AI Engineer Axon Active - Agile Software Development Company Thoả thuận · TP.Hồ Chí Minh Senior AI Engineer 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, Excel, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683825
Database Administrator (DBA) Trainee / Junior DBA FPT Software Thoả thuận · Hà Nội Junior Dữ Liệu 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683823
Senior AI Engineer (GenAI / LLM / Agentic AI) | Signing bonus 60m FPT Software Thoả thuận · TP.Hồ Chí Minh Senior AI Engineer 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683822
Chuyên viên cao cấp/Chuyên viên chính/Chuyên viên Data Science BaaS and Digital Banking – Khối Ngân hàng cá nhân TPBank Thoả thuận · Hà Nội Data Scientist 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"Python, SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683821
[Hnoi] Technical Lead | Upto USD 4000 Gross | Big Data Platform JOHN HUNT JSC Thoả thuận · Hà Nội Lead Data Engineer 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"Python, Excel, Docker, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683819
Data Automation Engineer (Mid level) Tuyển Dụng 247 Thoả thuận · TP.Hồ Chí Minh Data Analyst 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, SQL, Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683814
"[Remote - Night Shift] AI DEVELOPER - LLM & CONVERSATION AI - FINTECH US OUTSOURCE SOLUTIONS CO.,LTD Thoả thuận · TP.Hồ Chí Minh AI Engineer 14 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683813
Senior Data Architect ROX GROUP Thoả thuận · Hà Nội Senior Data Engineer 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683812
Data Engineer (Global Market) VMO Thoả thuận · Hà Nội Data Engineer 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"Python, SQL, Spark, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683810
Data Ops Associate ADA Thoả thuận · TP.Hồ Chí Minh Data Analyst 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683809
Data Analyst/ Data Scientist_ Strategy & Analytics ( Banking/Fintech ) VietCredit Thoả thuận · TP.Hồ Chí Minh Data Scientist 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/683808
AI Engineer (Intern) 8SENECA Thoả thuận · Hà Nội Intern AI Engineer 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683807
Senior Data Engineer (Data Lakehouse) Gmass HR Solutions VietNam Thoả thuận · Hà Nội Senior Data Engineer 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"SQL, Power BI, Tableau, Excel, Spark, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683805
[HN] Leader Data Analyst (Product E-commerce) UpBase - Tech-Driven eCommerce Enabler Thoả thuận · Hà Nội Lead Data Analyst 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"SQL, Power BI, Tableau, Excel, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683804
Senior Data Engineering Manager GEM Corporation Thoả thuận · Hà Nội Manager Data Engineer 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"Python, SQL, Excel, Spark, AWS, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683803
Data Engineer FPT Software Thoả thuận · TP.Hồ Chí Minh Data Engineer 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, SQL, Spark, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683798
[Danang] BI Engineer (local) AvePoint Thoả thuận · Đà Nẵng Data Analyst 14 ngày trước,Đà Nẵng,Thỏa thuận,14 ngày trước,"SQL, Power BI, AWS, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683796
Business Analyst BSM Labs - Business Solution in Motion Thoả thuận · Hà Nội Business Analyst 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683792
[BangKoK] Data Analyst (All-Level) Platinum Talent Thoả thuận · TP.Hồ Chí Minh Data Analyst 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"SQL, Power BI, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683785
Senior Data Engineer GPBank Thoả thuận · Hà Nội Senior Data Engineer 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"Python, SQL, Power BI, Tableau, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683782
Data Engineer VinSmart Future Thoả thuận · Hà Nội Data Engineer 14 ngày trước,Hà Nội,Thỏa thuận,14 ngày trước,"AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683781
Senior Data Analyst MoMo (M_Service) Thoả thuận · TP.Hồ Chí Minh Senior Data Analyst 14 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,14 ngày trước,"Python, Power BI, Tableau, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683780
